ID,TIPO,NM_MUNICIPIO,NM_UF,CD_NIVEL,CD_CATEGORIA,NM_CATEGORIA,NM_LOCALIDADE,LAT,LONG,ALT
12244,URBANO,BOM JARDIM DE MINAS,MINAS GERAIS,1,5,CIDADE,BOM JARDIM DE MINAS,-4.4189374455961,-2.19458997849154,2.10611247
12245,URBANO,BOM JARDIM DE MINAS,MINAS GERAIS,2,10,VILA,TABUÃO,-4.40324296509807,-2.19870579297225,9.00184719
12246,URBANO,BOM JESUS DA PENHA,MINAS GERAIS,1,5,CIDADE,BOM JESUS DA PENHA,-4.6523543613945,-2.1017269311163,9.83659358
12247,URBANO,BOM JESUS DO AMPARO,MINAS GERAIS,1,5,CIDADE,BOM JESUS DO AMPARO,-4.34735149244831,-1.97041372739146,6.91897481
12248,RURAL,BOM JESUS DO AMPARO,MINAS GERAIS,3,1,POVOADO,FERNANDES SOARES,-4.34311314199401,-1.97261794734666,6.99932851
12249,RURAL,BOM JESUS DO AMPARO,MINAS GERAIS,3,2,POVOADO,FELIPE,-4.35156262792075,-1.97609508336094,7.56924958
12250,URBANO,BOM JESUS DO GALHO,MINAS GERAIS,1,5,CIDADE,BOM JESUS DO GALHO,-4.23157265526063,-1.98244720395432,5.39176826
12251,URBANO,BOM JESUS DO GALHO,MINAS GERAIS,6,1,AUI,GALHO VELHO,-4.22881756778114,-1.98036691737124,4.57361293
12252,URBANO,BOM JESUS DO GALHO,MINAS GERAIS,2,10,VILA,PASSA DEZ,-4.23052081791557,-1.9691656566456,3.26264116
12253,URBANO,BOM JESUS DO GALHO,MINAS GERAIS,6,2,AUI,SÃO GERALDO,-4.22708823113493,-1.97141137590881,4.27573925
12254,URBANO,BOM JESUS DO GALHO,MINAS GERAIS,2,15,VILA,QUARTEL DO SACRAMENTO,-4.23576991353704,-1.97146495225126,2.87558572
12255,URBANO,BOM JESUS DO GALHO,MINAS GERAIS,6,3,AUI,IGUAÇU,-4.23510876958834,-1.97628226917135,6.62743112
12256,URBANO,BOM JESUS DO GALHO,MINAS GERAIS,2,20,VILA,REVÉS DO BELÉM,-4.24656855124476,-1.95781641991287,2.50515137
12257,URBANO,BOM REPOUSO,MINAS GERAIS,1,5,CIDADE,BOM REPOUSO,-4.6147882202098,-2.24768368285268,4.78708406
12258,URBANO,BOM SUCESSO,MINAS GERAIS,1,5,CIDADE,BOM SUCESSO,-4.47555027232646,-2.10304160944461,9.34631148
12259,URBANO,BOM SUCESSO,MINAS GERAIS,2,10,VILA,MACAIA,-4.49125060962588,-2.11406917781173,8.55085801
12260,URBANO,BOM SUCESSO,MINAS GERAIS,6,1,AUI,MACAIA,-4.49164156941978,-2.11428820744616,8.43070339
12261,URBANO,BONFIM,MINAS GERAIS,1,5,CIDADE,BONFIM,-4.4232911084905,-2.03254910996075,9.49997098
12262,URBANO,BONFIM,MINAS GERAIS,2,10,VILA,SANTO ANTÔNIO DA VARGEM ALEGRE,-4.4188220895312,-2.03187062708575,7.92909366
12263,URBANO,BONFINÓPOLIS DE MINAS,MINAS GERAIS,1,5,CIDADE,BONFINÓPOLIS DE MINAS,-4.5988340657155,-1.65707647860757,6.53054013
12264,URBANO,BONITO DE MINAS,MINAS GERAIS,1,5,CIDADE,BONITO DE MINAS,-4.47580284448542,-1.53238044714657,6.15075443
12265,URBANO,BORDA DA MATA,MINAS GERAIS,1,5,CIDADE,BORDA DA MATA,-4.61671682395358,-2.22724082578295,8.8767478
12266,URBANO,BORDA DA MATA,MINAS GERAIS,2,10,VILA,CERVO,-4.6239561492815,-2.21866547716693,8.85381689
12267,URBANO,BORDA DA MATA,MINAS GERAIS,2,15,VILA,SERTÃOZINHO,-4.60602928848111,-2.23247411254158,8.77247703
12268,URBANO,BOTELHOS,MINAS GERAIS,1,5,CIDADE,BOTELHOS,-4.63954931502591,-2.16516638757349,9.87452594
12269,URBANO,BOTELHOS,MINAS GERAIS,2,10,VILA,PALMEIRAL,-4.65134193102148,-2.16402813426112,9.53904189
12270,URBANO,BOTELHOS,MINAS GERAIS,2,15,VILA,SÃO GONÇALO DE BOTELHOS,-4.63201541141609,-2.15956625665142,9.26954395
12271,URBANO,BOTUMIRIM,MINAS GERAIS,1,5,CIDADE,BOTUMIRIM,-4.30104324369177,-1.68629245518797,9.43930263
12272,URBANO,BOTUMIRIM,MINAS GERAIS,2,10,VILA,ADÃO COLARES,-4.30935863052084,-1.67104467961901,7.74403715
12273,URBANO,BOTUMIRIM,MINAS GERAIS,2,15,VILA,SANTA CRUZ DE BOTUMIRIM,-4.27941364384724,-1.69108053500604,7.0859514
12274,URBANO,BRASILÂNDIA DE MINAS,MINAS GERAIS,1,5,CIDADE,BRASILÂNDIA DE MINAS,-4.60154017589955,-1.69986005535911,5.25290969
12275,URBANO,BRASÍLIA DE MINAS,MINAS GERAIS,1,5,CIDADE,BRASÍLIA DE MINAS,-4.44275330930915,-1.6205872688841,7.38125794
12276,URBANO,BRASÍLIA DE MINAS,MINAS GERAIS,2,10,VILA,ANGICOS DE MINAS,-4.43889122067429,-1.60943597066869,8.01324175
12277,URBANO,BRASÍLIA DE MINAS,MINAS GERAIS,2,20,VILA,FERNÃO DIAS,-4.44408186806087,-1.637664977896,7.07899981
12278,URBANO,BRASÍLIA DE MINAS,MINAS GERAIS,2,35,VILA,RETIRO DE SANTO ANTÔNIO,-4.43950850398518,-1.60665525738528,8.03555899
12279,URBANO,BRASÍLIA DE MINAS,MINAS GERAIS,2,40,VILA,VARGEM GRANDE DO BOM JESUS,-4.44630205926088,-1.61136968476559,7.89021262
12280,RURAL,BRASÍLIA DE MINAS,MINAS GERAIS,3,3,POVOADO,RIBEIRÃO DO ESTREITO,-4.44815767444105,-1.60785920511547,7.99627692
12281,URBANO,BRASÍLIA DE MINAS,MINAS GERAIS,2,45,VILA,VILA DE FÁTIMA,-4.44605076746663,-1.60356539990159,7.8878506
12282,URBANO,BRÁS PIRES,MINAS GERAIS,1,5,CIDADE,BRÁS PIRES,-4.3239122599312,-2.08484564359993,6.31702579
12283,RURAL,BRÁS PIRES,MINAS GERAIS,3,1,POVOADO,RIBEIRÃO SANTO ANTÔNIO,-4.32457821990333,-2.09201112129646,6.62355661
12284,URBANO,BRAÚNAS,MINAS GERAIS,1,5,CIDADE,BRAÚNAS,-4.27153526369813,-1.90535966189467,4.42341245
12285,RURAL,BRAÚNAS,MINAS GERAIS,3,1,NÚCLEO,SALTO GRANDE,-4.27199152415021,-1.91201576556225,3.23278365
12286,URBANO,BRASÓPOLIS,MINAS GERAIS,1,5,CIDADE,BRASÓPOLIS,-4.56153258182512,-2.24731102415169,8.71391272
12287,RURAL,BRASÓPOLIS,MINAS GERAIS,3,1,POVOADO,CRUZ VERA,-4.56900858944458,-2.25067539004106,8.8926696
12288,URBANO,BRASÓPOLIS,MINAS GERAIS,2,10,VILA,DIAS,-4.55617691763034,-2.24653058937719,8.97842439
12289,URBANO,BRASÓPOLIS,MINAS GERAIS,2,15,VILA,LUMINOSA,-4.56362524700277,-2.25815434449039,8.8762661
12290,URBANO,BRUMADINHO,MINAS GERAIS,1,5,CIDADE,BRUMADINHO,-4.42001876090636,-2.01441744103498,7.61341767
12291,URBANO,BRUMADINHO,MINAS GERAIS,6,1,AUI,TIJUCO,-4.41612211437491,-2.01208037541956,8.95600201
12292,URBANO,BRUMADINHO,MINAS GERAIS,6,2,AUI,CÓRREGO DO FEIJÃO,-4.41104217748029,-2.01352429572605,8.40052453
12293,URBANO,BRUMADINHO,MINAS GERAIS,6,3,AUI,ALBERTO FLORES / CÓRREGO FLORES,-4.41584128043669,-2.01470848904871,7.81340463
12294,URBANO,BRUMADINHO,MINAS GERAIS,6,4,AUI,CASA BRANCA,-4.40584864967318,-2.00990940359932,9.50157752
12295,URBANO,BRUMADINHO,MINAS GERAIS,6,5,AUI,RETIRO DAS PEDRAS,-4.39931865886887,-2.00845182061314,5.37678688
12296,RURAL,BRUMADINHO,MINAS GERAIS,3,4,LUGAREJO,TOCOS DE CIMA,-4.41251206143744,-2.02279800961528,7.91847338
12297,URBANO,BRUMADINHO,MINAS GERAIS,2,10,VILA,ARANHA,-4.41042195064885,-2.01976419499473,8.08367741
12298,URBANO,BRUMADINHO,MINAS GERAIS,6,6,AUI,MELO FRANCO,-4.41199063741151,-2.02008880634939,7.60537056
12299,URBANO,BRUMADINHO,MINAS GERAIS,2,15,VILA,CONCEIÇÃO DE ITAGUÁ,-4.42243875738563,-2.01504542161746,7.81333161
12300,URBANO,BRUMADINHO,MINAS GERAIS,2,20,VILA,PIEDADE DO PARAOPEBA,-4.40215213900936,-2.01655389540449,8.60616095
12301,URBANO,BRUMADINHO,MINAS GERAIS,6,7,AUI,PALHANO,-4.39830665380713,-2.01975289335715,3.50704023
12302,URBANO,BRUMADINHO,MINAS GERAIS,6,8,AUI,RECANTO DO LAZER,-4.40469256195069,-2.01226132517648,9.46088147
12303,URBANO,BRUMADINHO,MINAS GERAIS,6,9,AUI,SUZANA,-4.39999904036616,-2.02412387529259,9.03295046
12304,URBANO,BRUMADINHO,MINAS GERAIS,2,25,VILA,SÃO JOSÉ DO PARAOPEBA,-4.41155419714583,-2.02640680912712,7.87656808
12305,URBANO,BRUMADINHO,MINAS GERAIS,6,10,AUI,CORONEL EURICO,-4.40994870223049,-2.02242056784881,8.02727172
12306,URBANO,BRUMADINHO,MINAS GERAIS,6,11,AUI,MARINHOS,-4.40874351195495,-2.02683494146114,8.2177859
12307,URBANO,BUENO BRANDÃO,MINAS GERAIS,1,5,CIDADE,BUENO BRANDÃO,-4.6353388087214,-2.24361670055923,2.90336465
12308,URBANO,BUENÓPOLIS,MINAS GERAIS,1,5,CIDADE,BUENÓPOLIS,-4.41807884588015,-1.78742562843054,5.96089553
12309,URBANO,BUENÓPOLIS,MINAS GERAIS,2,10,VILA,CURIMATAÍ,-4.39558084624828,-1.78756187104565,6.2042661
12310,URBANO,BUGRE,MINAS GERAIS,1,5,CIDADE,BUGRE,-4.22594570122598,-1.94222126750432,4.41994233
12311,RURAL,BUGRE,MINAS GERAIS,3,2,POVOADO,SÃO JOSÉ DO BUGRE,-4.22575981700115,-1.93645778445448,2.35828978
12312,RURAL,BUGRE,MINAS GERAIS,3,1,POVOADO,SANTO ANTÔNIO DO BOACHÁ,-4.23622752406678,-1.93711875614052,2.4465655
12313,RURAL,BUGRE,MINAS GERAIS,3,3,POVOADO,SÃO LOURENÇO DA ESCURA,-4.23597175734844,-1.93173094872689,2.20417344
12314,RURAL,BUGRE,MINAS GERAIS,3,4,POVOADO,SANTO ANTÔNIO DO LIVRAMENTO,-4.22820100204946,-1.93246089009185,2.33721546
12315,URBANO,BURITIS,MINAS GERAIS,1,5,CIDADE,BURITIS,-4.6424040801173,-1.5626505489997,5.56164033
12316,RURAL,BURITIS,MINAS GERAIS,3,3,POVOADO,VILA SERRANA,-4.65838891583596,-1.57820850660786,9.27656076
12317,RURAL,BURITIS,MINAS GERAIS,3,4,POVOADO,SÃO VICENTE,-4.65803999355428,-1.55000859288383,6.16010069
12318,RURAL,BURITIS,MINAS GERAIS,3,2,POVOADO,MARAVILHA,-4.63101146873449,-1.5490657275712,5.72108814
12319,URBANO,BURITIS,MINAS GERAIS,2,10,VILA,SERRA BONITA,-4.6821584298559,-1.52092081040964,1.06185828
12320,URBANO,BURITIS,MINAS GERAIS,2,20,VILA,SÃO PEDRO DO PASSA TRÊS,-4.63271405494692,-1.53393675332394,5.6793193
12321,URBANO,BURITIZEIRO,MINAS GERAIS,1,5,CIDADE,BURITIZEIRO,-4.49551936818752,-1.73594207725782,5.00411764
12322,URBANO,BURITIZEIRO,MINAS GERAIS,2,10,VILA,CACHOEIRA DO MANTEIGA,-4.50820579986853,-1.66599301722815,4.83260883
12323,URBANO,BURITIZEIRO,MINAS GERAIS,2,15,VILA,PAREDÃO DE MINAS,-4.54377041018946,-1.71116189322123,5.08345271
12324,URBANO,BURITIZEIRO,MINAS GERAIS,2,20,VILA,SAMBAÍBA DE MINAS,-4.51266165982208,-1.79065664213551,5.10225262
12325,URBANO,CABECEIRA GRANDE,MINAS GERAIS,1,5,CIDADE,CABECEIRA GRANDE,-4.70849893051072,-1.6028274803193,9.5611927
12326,URBANO,CABECEIRA GRANDE,MINAS GERAIS,2,20,VILA,PALMITAL DE MINAS,-4.7296942934775,-1.61289389436007,9.39913976
12327,URBANO,CABO VERDE,MINAS GERAIS,1,5,CIDADE,CABO VERDE,-4.63999705002412,-2.14692919515993,9.01348136
12328,URBANO,CABO VERDE,MINAS GERAIS,2,10,VILA,SERRA DOS LEMES,-4.63078762845836,-2.14235309328652,8.89124324
12329,URBANO,CABO VERDE,MINAS GERAIS,2,15,VILA,SÃO BARTOLOMEU DE MINAS,-4.6426028202569,-2.14204088122209,1.84057925
12330,URBANO,CACHOEIRA DA PRATA,MINAS GERAIS,1,5,CIDADE,CACHOEIRA DA PRATA,-4.44410509536478,-1.95264353262956,7.35850576
12331,URBANO,CACHOEIRA DE MINAS,MINAS GERAIS,1,5,CIDADE,CACHOEIRA DE MINAS,-4.57821375141066,-2.23539840611907,8.45645844
12332,URBANO,CACHOEIRA DE MINAS,MINAS GERAIS,2,10,VILA,ITAIM,-4.58830507576158,-2.23891384438708,9.01481009
12333,URBANO,CACHOEIRA DOURADA,MINAS GERAIS,1,5,CIDADE,CACHOEIRA DOURADA,-4.95017341333274,-1.8512689815808,4.5004673
12334,URBANO,CAETANÓPOLIS,MINAS GERAIS,1,5,CIDADE,CAETANÓPOLIS,-4.44130373375318,-1.92937130281333,7.18557031
12335,URBANO,CAETANÓPOLIS,MINAS GERAIS,6,1,AUI,RESIDENCIAL ITAPOÃ,-4.4332047686962,-1.93839165592976,8.61319857
12336,URBANO,CAETÉ,MINAS GERAIS,1,5,CIDADE,CAETÉ,-4.36647873511184,-1.98871411326048,9.11306713
12337,RURAL,CAETÉ,MINAS GERAIS,3,2,LUGAREJO,CONDOMÍNIO QUINTAS DA SERRA,-4.36830415981251,-1.98473299275073,9.9776756
12338,URBANO,CAETÉ,MINAS GERAIS,2,10,VILA,ANTÔNIO DOS SANTOS,-4.35624889493387,-1.9796713298444,9.01664124
12339,URBANO,CAETÉ,MINAS GERAIS,2,15,VILA,MORRO VERMELHO,-4.36994722054724,-1.99567167779164,9.70049867
12340,URBANO,CAETÉ,MINAS GERAIS,2,20,VILA,PENEDIA,-4.36461253754694,-1.98464573432707,2.02412948
12341,RURAL,CAETÉ,MINAS GERAIS,3,1,POVOADO,RANCHO NOVO,-4.36152593689399,-1.99213713706511,2.46346164
12342,URBANO,CAETÉ,MINAS GERAIS,2,25,VILA,ROÇAS NOVAS,-4.36364261343866,-1.9761842191411,1.87937111
12343,URBANO,CAIANA,MINAS GERAIS,1,5,CIDADE,CAIANA,-4.19229821868914,-2.06968289779179,7.40609876
12344,URBANO,CAIANA,MINAS GERAIS,6,1,AUI,BANANAL,-4.18838939061336,-2.06830301956522,8.83858148
12345,URBANO,CAIANA,MINAS GERAIS,6,2,AUI,DIVININHO,-4.18537428975628,-2.06952848361513,7.74542834
12346,URBANO,CAIANA,MINAS GERAIS,6,3,AUI,DORES DE MINAS,-4.18966721584718,-2.07449925862587,7.41493293
12347,URBANO,CAJURI,MINAS GERAIS,1,5,CIDADE,CAJURI,-4.27939202734051,-2.07889426719043,6.85933971
12348,URBANO,CAJURI,MINAS GERAIS,2,10,VILA,PARAGUAI,-4.27497354425427,-2.07620077900871,7.22684051
12349,URBANO,CALDAS,MINAS GERAIS,1,5,CIDADE,CALDAS,-4.63877891098818,-2.19233359583344,2.4239515
12350,URBANO,CALDAS,MINAS GERAIS,6,2,AUI,CHACARAS PORTAL DA SERRA,-4.63735186558325,-2.19343989448825,2.29792147
12351,RURAL,CALDAS,MINAS GERAIS,5,1,ALDEIA INDÍGENA,ALDEIA INDÍGENA XUCURU-KARIRI,-4.63352429653574,-2.19418935093659,2.1818519
12352,URBANO,CALDAS,MINAS GERAIS,2,7,VILA,LARANJEIRAS DE CALDAS,-4.64501775307868,-2.18297501386765,3.11204395
12353,URBANO,CALDAS,MINAS GERAIS,6,1,AUI,CHACARAS SOL NASCENTE,-4.64457873694859,-2.1836597715291,3.06215932
12354,URBANO,CALDAS,MINAS GERAIS,2,10,VILA,SANTANA DE CALDAS,-4.64046463194059,-2.18255561302596,1.24123064
12355,URBANO,CALDAS,MINAS GERAIS,2,15,VILA,SÃO PEDRO DE CALDAS,-4.62598717449214,-2.18203400780227,1.93943598
12356,URBANO,CAMACHO,MINAS GERAIS,1,5,CIDADE,CAMACHO,-4.51587926720343,-2.06269158527807,9.38262561
12357,URBANO,CAMANDUCAIA,MINAS GERAIS,1,5,CIDADE,CAMANDUCAIA,-4.6146863289284,-2.27567463577539,1.29193014
12358,RURAL,CAMANDUCAIA,MINAS GERAIS,3,1,NÚCLEO,SÃO GERALDO,-4.60898142750727,-2.28276176175556,3.68183474
12359,URBANO,CAMANDUCAIA,MINAS GERAIS,2,10,VILA,MONTE VERDE,-4.60246656399895,-2.2871470736882,6.95383599
12360,URBANO,CAMANDUCAIA,MINAS GERAIS,2,15,VILA,SÃO MATEUS DE MINAS,-4.60357909118092,-2.27070617556581,4.34612297
12361,URBANO,CAMBUÍ,MINAS GERAIS,1,5,CIDADE,CAMBUÍ,-4.60580193633379,-2.26110971633733,8.8310954
12362,URBANO,CAMBUÍ,MINAS GERAIS,6,1,AUI,CONGONHAL,-4.60247474983503,-2.25208945556256,8.73710412
12363,URBANO,CAMBUÍ,MINAS GERAIS,6,2,AUI,RIO DO PEIXE,-4.60476805283498,-2.25466365621654,8.68447769
12364,URBANO,CAMBUQUIRA,MINAS GERAIS,1,5,CIDADE,CAMBUQUIRA,-4.52925205085194,-2.18554097676123,9.1882331
12365,RURAL,CAMBUQUIRA,MINAS GERAIS,3,1,POVOADO,CONGONHAL,-4.5249985636524,-2.1828062685508,9.19622696
12366,URBANO,CAMPANÁRIO,MINAS GERAIS,1,5,CIDADE,CAMPANÁRIO,-4.17301317866171,-1.82411235319382,2.523485
12367,URBANO,CAMPANHA,MINAS GERAIS,1,5,CIDADE,CAMPANHA,-4.53984486738569,-2.18353567040276,9.06236229
12368,URBANO,CAMPESTRE,MINAS GERAIS,1,5,CIDADE,CAMPESTRE,-4.62481585071337,-2.17114548340365,1.676966
12369,RURAL,CAMPESTRE,MINAS GERAIS,3,3,POVOADO,POSSES,-4.61385088807046,-2.17078525766722,1.54446144
12370,RURAL,CAMPESTRE,MINAS GERAIS,3,4,LUGAREJO,FAZENDA PEDRA GRANDE,-4.61719941762593,-2.16525281755831,8.86204436
12371,URBANO,CAMPINA VERDE,MINAS GERAIS,1,5,CIDADE,CAMPINA VERDE,-4.94811690506139,-1.95354556028876,5.32061392
12372,URBANO,CAMPINA VERDE,MINAS GERAIS,2,10,VILA,HONORÓPOLIS,-5.0015067701609,-1.95631283290382,5.16105748
12373,URBANO,CAMPO AZUL,MINAS GERAIS,1,5,CIDADE,CAMPO AZUL,-4.48118582138383,-1.65040634892558,6.00612536
12374,URBANO,CAMPO BELO,MINAS GERAIS,1,5,CIDADE,CAMPO BELO,-4.52758613611232,-2.08953162458046,8.41019308
12375,RURAL,CAMPO BELO,MINAS GERAIS,3,1,POVOADO,DIAS,-4.53628422220436,-2.0892360221208,8.47615104
12376,URBANO,CAMPO BELO,MINAS GERAIS,2,10,VILA,PORTO DOS MENDES,-4.53188904998712,-2.10496862458903,7.85695907
12377,URBANO,CAMPO DO MEIO,MINAS GERAIS,1,5,CIDADE,CAMPO DO MEIO,-4.58307571404523,-2.11093257176219,7.8185253
12378,URBANO,CAMPO FLORIDO,MINAS GERAIS,1,5,CIDADE,CAMPO FLORIDO,-4.85730034681848,-1.97654453932829,6.2386806
12379,URBANO,CAMPOS ALTOS,MINAS GERAIS,1,5,CIDADE,CAMPOS ALTOS,-4.61737099168343,-1.96988958417622,1.31145165
12380,URBANO,CAMPOS ALTOS,MINAS GERAIS,2,10,VILA,SÃO JERÔNIMO DOS POÇÕES,-4.62013704276652,-1.95746645971405,1.21853044
12381,URBANO,CAMPOS GERAIS,MINAS GERAIS,1,5,CIDADE,CAMPOS GERAIS,-4.57569073652198,-2.1238697907437,8.64649533
12382,URBANO,CAMPOS GERAIS,MINAS GERAIS,2,10,VILA,CÓRREGO DO OURO,-4.5776510778242,-2.13703582109478,8.18968234
12383,URBANO,CANAÃ,MINAS GERAIS,1,5,CIDADE,CANAÃ,-4.26130114531104,-2.06873760386752,7.49766688
12384,URBANO,CANÁPOLIS,MINAS GERAIS,1,5,CIDADE,CANÁPOLIS,-4.92040544543899,-1.87216637220479,6.63137636
12385,URBANO,CANA VERDE,MINAS GERAIS,1,5,CIDADE,CANA VERDE,-4.5185925314678,-2.10234516663837,8.1621555
12386,RURAL,CANA VERDE,MINAS GERAIS,3,1,POVOADO,SERRADINHO,-4.51808262815816,-2.10754567035164,8.20889074
12387,URBANO,CANDEIAS,MINAS GERAIS,1,5,CIDADE,CANDEIAS,-4.52768566964552,-2.07703500411538,9.45971764
12388,RURAL,CANDEIAS,MINAS GERAIS,3,1,POVOADO,VIEIRA BRAVOS,-4.51334894496048,-2.0735060195778,9.79488408
12389,URBANO,CANTAGALO,MINAS GERAIS,1,5,CIDADE,CANTAGALO,-4.26257272921885,-1.85317179062502,6.86203611
12390,URBANO,CAPARAÓ,MINAS GERAIS,1,5,CIDADE,CAPARAÓ,-4.19071902950208,-2.05255883673675,8.34818513
12391,URBANO,CAPELA NOVA,MINAS GERAIS,1,5,CIDADE,CAPELA NOVA,-4.36124218663921,-2.09166679077144,8.14686372
12392,RURAL,CAPELA NOVA,MINAS GERAIS,3,1,POVOADO,PALMEIRAS,-4.36049868504483,-2.08749397426517,7.3775726
12393,URBANO,CAPELINHA,MINAS GERAIS,1,5,CIDADE,CAPELINHA,-4.25160753734565,-1.76953852202015,9.55646698
12394,RURAL,CAPELINHA,MINAS GERAIS,3,5,POVOADO,CHAPADINHA,-4.23427414463797,-1.77461707130603,8.95181543
12395,RURAL,CAPELINHA,MINAS GERAIS,3,4,POVOADO,SANTA LUZIA,-4.24161900487889,-1.77979526163615,8.72090372
12396,RURAL,CAPELINHA,MINAS GERAIS,3,1,POVOADO,DOM JOÃO PIMENTA,-4.24582911466106,-1.77776412659266,9.07495054
12397,RURAL,CAPELINHA,MINAS GERAIS,3,6,POVOADO,PONTE NOVA,-4.26786017384461,-1.76419438535591,6.46689184
12398,RURAL,CAPELINHA,MINAS GERAIS,3,3,POVOADO,SÃO CAETANO,-4.26717728680969,-1.75767804390273,6.87570737
12399,RURAL,CAPELINHA,MINAS GERAIS,3,7,POVOADO,NOSSA SENHORA DE FÁTIMA,-4.25992629666328,-1.75092581783449,8.96620293
12400,RURAL,CAPELINHA,MINAS GERAIS,3,2,POVOADO,BOM JESUS DO GALEGO,-4.25706818443633,-1.74851718952489,6.76284808
12401,URBANO,CAPETINGA,MINAS GERAIS,1,5,CIDADE,CAPETINGA,-4.70574368006836,-2.06204991278604,8.07783672
12402,URBANO,CAPETINGA,MINAS GERAIS,2,10,VILA,GOIANASES,-4.70164627448258,-2.06982646430864,8.78116826
12403,URBANO,CAPIM BRANCO,MINAS GERAIS,1,5,CIDADE,CAPIM BRANCO,-4.41331662414131,-1.95455422093287,8.39030951
12404,RURAL,CAPIM BRANCO,MINAS GERAIS,3,1,POVOADO,BOA VISTA,-4.41871067329099,-1.95638522850151,8.25159302
12405,URBANO,CAPINÓPOLIS,MINAS GERAIS,1,5,CIDADE,CAPINÓPOLIS,-4.95744822393992,-1.86822937337555,5.12863066
12406,URBANO,CAPITÃO ANDRADE,MINAS GERAIS,1,5,CIDADE,CAPITÃO ANDRADE,-4.18650973290854,-1.90790244575707,2.37829611
12407,RURAL,CAPITÃO ANDRADE,MINAS GERAIS,3,1,POVOADO,BOM JESUS DA VISTA ALEGRE,-4.17868226425402,-1.90643456287723,2.08868738
12408,URBANO,CAPITÃO ENÉAS,MINAS GERAIS,1,5,CIDADE,CAPITÃO ENÉAS,-4.37054128998982,-1.63209151363553,5.87848974
12409,RURAL,CAPITÃO ENÉAS,MINAS GERAIS,3,1,POVOADO,ORION,-4.36219801955222,-1.61960816764142,5.87791591
12410,URBANO,CAPITÃO ENÉAS,MINAS GERAIS,2,10,VILA,CAÇAREMA,-4.35541789299062,-1.60413723139186,5.36098993
12411,URBANO,CAPITÃO ENÉAS,MINAS GERAIS,2,20,VILA,SANTANA DA SERRA,-4.36899035609908,-1.61207260805064,6.46139936
12412,RURAL,CAPITÃO ENÉAS,MINAS GERAIS,3,3,POVOADO,VIRGILÂNDIA,-4.35930381069301,-1.60927159805866,5.58643565
12413,URBANO,CAPITÓLIO,MINAS GERAIS,1,5,CIDADE,CAPITÓLIO,-4.60545138880805,-2.06146635994975,7.47390992
12414,RURAL,CAPITÓLIO,MINAS GERAIS,3,1,POVOADO,MACAÚBAS,-4.61015458577938,-2.05478936994709,7.88341585
12415,URBANO,CAPUTIRA,MINAS GERAIS,1,5,CIDADE,CAPUTIRA,-4.22719878999316,-2.01708899894667,6.18029953
12416,RURAL,CAPUTIRA,MINAS GERAIS,3,1,POVOADO,BOM JESUS DE PIRAPETINGA,-4.22968006168956,-2.01463347347613,6.17254904
12417,RURAL,CAPUTIRA,MINAS GERAIS,3,2,POVOADO,SÃO CAETANO,-4.22415537472973,-2.01924210428918,6.00856
12418,URBANO,CARAÍ,MINAS GERAIS,1,5,CIDADE,CARAÍ,-4.16983072511944,-1.71929041661081,8.12819003
12419,RURAL,CARAÍ,MINAS GERAIS,3,4,POVOADO,SANTA LUZIA,-4.17091180077363,-1.72554313309764,8.04391626
12420,URBANO,CARAÍ,MINAS GERAIS,2,10,VILA,MARAMBAINHA,-4.15681118810052,-1.71597956377766,6.48267993
12421,URBANO,CARAÍ,MINAS GERAIS,2,12,VILA,MARANHÃO,-4.13807386932697,-1.72412272867646,3.55573446
12422,RURAL,CARAÍ,MINAS GERAIS,3,6,POVOADO,RIBEIRÃO DE SANTANA,-4.13822065036552,-1.70998595034087,6.0072788
12423,URBANO,CARAÍ,MINAS GERAIS,2,15,VILA,PONTO DO MARAMBAIA,-4.14824208917097,-1.71857899088621,6.26703666
12424,URBANO,CARANAÍBA,MINAS GERAIS,1,5,CIDADE,CARANAÍBA,-4.37394664788539,-2.08702194155652,7.87979136
12425,URBANO,CARANDAÍ,MINAS GERAIS,1,5,CIDADE,CARANDAÍ,-4.38054753702247,-2.09543694555464,1.91135835
12426,URBANO,CARANDAÍ,MINAS GERAIS,2,10,VILA,HERMILO ALVES,-4.37868153041701,-2.1021487224238,2.62909964
12427,RURAL,CARANDAÍ,MINAS GERAIS,3,5,POVOADO,CAMPESTRE,-4.37324683506608,-2.10033896488589,2.0197505
12428,URBANO,CARANDAÍ,MINAS GERAIS,2,15,VILA,PEDRA DO SINO,-4.38265004115441,-2.08916590147803,2.22205444
12429,URBANO,CARANGOLA,MINAS GERAIS,1,5,CIDADE,CARANGOLA,-4.20322245231296,-2.0732550508322,4.12286325
12430,RURAL,CARANGOLA,MINAS GERAIS,3,1,POVOADO,SÃO MANOEL DO BOI,-4.20951236619136,-2.06909733908703,6.32373199
12431,URBANO,CARANGOLA,MINAS GERAIS,2,10,VILA,ALVORADA,-4.21404557461561,-2.07261396623168,6.83707882
12432,URBANO,CARANGOLA,MINAS GERAIS,2,20,VILA,LACERDINHA,-4.20240804286999,-2.06996230409887,4.30649142
12433,URBANO,CARANGOLA,MINAS GERAIS,2,25,VILA,PONTE ALTA DE MINAS,-4.22175299258035,-2.07052868394984,7.39490368
12434,URBANO,CARATINGA,MINAS GERAIS,1,5,CIDADE,CARATINGA,-4.21437070451993,-1.97896349230665,5.87871986
