ID,TIPO,NM_MUNICIPIO,NM_UF,CD_NIVEL,CD_CATEGORIA,NM_CATEGORIA,NM_LOCALIDADE,LAT,LONG,ALT
1,URBANO,ALTA FLORESTA D'OESTE,RONDÔNIA,1,5,CIDADE,ALTA FLORESTA D'OESTE,-6.19998238962936,-1.19355403047646,3.37735719
2,URBANO,ALTA FLORESTA D'OESTE,RONDÔNIA,2,15,VILA,FILADÉLFIA D'OESTE,-6.20438976671535,-1.24372387282654,2.15244429
3,URBANO,ALTA FLORESTA D'OESTE,RONDÔNIA,2,20,VILA,IZIDOLÂNDIA,-6.21755494862916,-1.26014154908772,1.81044807
4,URBANO,ALTA FLORESTA D'OESTE,RONDÔNIA,2,25,VILA,NOVA GEASE D'OESTE,-6.23186501358513,-1.19197924573341,1.91576571
5,URBANO,ALTA FLORESTA D'OESTE,RONDÔNIA,2,30,VILA,ROLIM DE MOURA DO GUAPORÉ,-6.22768122679487,-1.30798064324339,1.57285277
6,URBANO,ALTA FLORESTA D'OESTE,RONDÔNIA,2,35,VILA,SANTO ANTÔNIO D'OESTE,-6.21044283378781,-1.20894388225116,4.07707855
7,URBANO,ARIQUEMES,RONDÔNIA,1,5,CIDADE,ARIQUEMES,-6.30332692780484,-9.09084628665672,1.38688981
8,URBANO,CABIXI,RONDÔNIA,1,5,CIDADE,CABIXI,-6.05443135812009,-1.34997634596963,2.3606316
9,RURAL,CABIXI,RONDÔNIA,3,1,POVOADO,PLANALTO SÃO LUIZ,-6.04152064894834,-1.33744467662961,2.64992801
10,URBANO,CACOAL,RONDÔNIA,1,5,CIDADE,CACOAL,-6.14429442118224,-1.14338650286852,1.77453547
11,URBANO,CACOAL,RONDÔNIA,2,10,VILA,RIOZINHO,-6.13597146164499,-1.15106097543395,1.73042902
12,RURAL,CACOAL,RONDÔNIA,5,7,ALDEIA INDÍGENA,ALDEIA INDÍGENA SURUÍ - LINHA 14,-6.1180935111745,-1.11906203464975,2.56534383
13,RURAL,CACOAL,RONDÔNIA,5,6,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 14,-6.11763712958385,-1.12318777790011,2.58142759
14,RURAL,CACOAL,RONDÔNIA,5,5,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 12,-6.12489909815248,-1.12206103219691,2.05526414
15,RURAL,CACOAL,RONDÔNIA,5,4,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 11,-6.13052547594719,-1.11758443437912,2.27287546
16,RURAL,CACOAL,RONDÔNIA,5,3,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 10,-6.13227495187781,-1.10959001305961,1.97418105
17,RURAL,CACOAL,RONDÔNIA,5,2,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 9,-6.13603653386002,-1.10913580683086,2.15455648
18,RURAL,CACOAL,RONDÔNIA,5,1,ALDEIA INDÍGENA,ALDEIA INDÍGENA - LINHA 8,-6.14108712814245,-1.10827156291769,2.55892437
19,URBANO,CEREJEIRAS,RONDÔNIA,1,5,CIDADE,CEREJEIRAS,-6.08184261646815,-1.31950330320399,2.62811307
20,URBANO,COLORADO DO OESTE,RONDÔNIA,1,5,CIDADE,COLORADO DO OESTE,-6.05550674630789,-1.31305638414553,4.19090613
21,URBANO,CORUMBIARA,RONDÔNIA,1,5,CIDADE,CORUMBIARA,-6.09487011706614,-1.29975202364834,2.69171178
22,RURAL,CORUMBIARA,RONDÔNIA,3,1,POVOADO,ALTO GUARAJUS,-6.08888152257646,-1.29627022204678,2.44836416
23,RURAL,CORUMBIARA,RONDÔNIA,3,2,POVOADO,VITÓRIA DA UNIÃO,-6.11286961928155,-1.30116554824329,2.14161051
24,URBANO,COSTA MARQUES,RONDÔNIA,1,5,CIDADE,COSTA MARQUES,-6.42316539391172,-1.24360138777142,1.45213903
25,URBANO,COSTA MARQUES,RONDÔNIA,2,15,VILA,PRÍNCIPE DA BEIRA,-6.44208600453648,-1.24266797537057,1.41902744
26,RURAL,COSTA MARQUES,RONDÔNIA,3,1,POVOADO,SÃO DOMINGOS,-6.40308512002582,-1.20776772607788,1.57955667
27,URBANO,ESPIGÃO D'OESTE,RONDÔNIA,1,5,CIDADE,ESPIGÃO D'OESTE,-6.10201731132847,-1.15285546333473,2.62527225
28,URBANO,ESPIGÃO D'OESTE,RONDÔNIA,2,10,VILA,BOA VISTA DO PACARANA,-6.08467946129326,-1.10031526126594,2.08816933
29,URBANO,ESPIGÃO D'OESTE,RONDÔNIA,2,12,VILA,NOVO PARAÍSO,-6.09238161655818,-1.14616126192937,2.42120396
30,URBANO,ESPIGÃO D'OESTE,RONDÔNIA,2,15,VILA,FLOR DA SERRA,-6.07512857220306,-1.14053851830604,4.17852001
31,URBANO,ESPIGÃO D'OESTE,RONDÔNIA,2,18,VILA,NOVA ESPERANÇA,-6.11320564138505,-1.15037898576071,2.20850828
32,URBANO,GUAJARÁ-MIRIM,RONDÔNIA,1,5,CIDADE,GUAJARÁ-MIRIM,-6.53239518196923,-1.07738837406705,1.33414381
33,RURAL,GUAJARÁ-MIRIM,RONDÔNIA,5,2,ALDEIA INDÍGENA,POSTO INDÍGENA SANTO ANDRÉ,-6.47530566854107,-1.05042853487987,2.23615191
34,RURAL,GUAJARÁ-MIRIM,RONDÔNIA,5,1,ALDEIA INDÍGENA,POSTO INDÍGENA TANAJURA,-6.51837372640973,-1.1047600215094,1.48192506
35,URBANO,GUAJARÁ-MIRIM,RONDÔNIA,2,12,VILA,IATA,-6.53828280304955,-1.05898540402373,1.23560904
36,URBANO,GUAJARÁ-MIRIM,RONDÔNIA,2,22,VILA,SURPRESA,-6.50215214939607,-1.18823104504191,1.56513517
37,URBANO,JARU,RONDÔNIA,1,5,CIDADE,JARU,-6.24762307081317,-1.04359487678844,1.62551328
38,URBANO,JARU,RONDÔNIA,2,10,VILA,BOM JESUS,-6.22407498504001,-1.03154657871915,1.54111258
39,URBANO,JARU,RONDÔNIA,2,20,VILA,SANTA CRUZ DA SERRA,-6.2587103549393,-1.0651473503671,1.89119103
40,URBANO,JARU,RONDÔNIA,2,25,VILA,TARILÂNDIA,-6.28013133007427,-1.08569138501545,1.99226144
41,RURAL,JARU,RONDÔNIA,3,6,POVOADO,D'JARU-UARU,-6.29778332250824,-1.09380630013399,2.50537008
42,URBANO,JI-PARANÁ,RONDÔNIA,1,5,CIDADE,JI-PARANÁ,-6.19450945826841,-1.0882051318349,1.57262673
43,URBANO,JI-PARANÁ,RONDÔNIA,2,20,VILA,NOVA COLINA,-6.16931720073576,-1.07917965255095,1.74288837
44,URBANO,JI-PARANÁ,RONDÔNIA,2,25,VILA,NOVA LONDRINA,-6.20098478511538,-1.10647730816189,1.84960098
45,URBANO,MACHADINHO D'OESTE,RONDÔNIA,1,5,CIDADE,MACHADINHO D'OESTE,-6.19995925724466,-9.042556248,1.4419909
46,URBANO,MACHADINHO D'OESTE,RONDÔNIA,2,15,VILA,ORIENTE NOVO,-6.23953527070522,-9.05894292002449,1.75729542
47,URBANO,MACHADINHO D'OESTE,RONDÔNIA,2,20,VILA,QUINTO BEC,-6.22156695254714,-9.06898212064383,1.47162868
48,URBANO,MACHADINHO D'OESTE,RONDÔNIA,2,25,VILA,TABAJARA,-6.20567234811129,-8.09333629581044,8.00870539
49,URBANO,NOVA BRASILÂNDIA D'OESTE,RONDÔNIA,1,5,CIDADE,NOVA BRASILÂNDIA D'OESTE,-6.2308230163019,-1.17213254138559,2.59417475
50,URBANO,OURO PRETO DO OESTE,RONDÔNIA,1,5,CIDADE,OURO PRETO DO OESTE,-6.22610551904363,-1.07235739008135,2.52167649
51,URBANO,OURO PRETO DO OESTE,RONDÔNIA,2,25,VILA,RONDOMINAS,-6.19999996423611,-1.05135961939108,1.93315746
52,URBANO,PIMENTA BUENO,RONDÔNIA,1,5,CIDADE,PIMENTA BUENO,-6.1183665673642,-1.167753699,1.86174033
53,URBANO,PIMENTA BUENO,RONDÔNIA,2,15,VILA,MARCO RONDON,-6.08600581150898,-1.20134266243567,2.46919312
54,URBANO,PORTO VELHO,RONDÔNIA,1,5,CIDADE,PORTO VELHO,-6.38314456543611,-8.076889179,8.06895415
55,RURAL,PORTO VELHO,RONDÔNIA,3,13,POVOADO,VILA PRINCESA,-6.39416433668811,-8.08495513091551,1.24302333
56,URBANO,PORTO VELHO,RONDÔNIA,2,10,VILA,ABUNÃ,-6.53715057261488,-9.06856177271914,1.08340813
57,URBANO,PORTO VELHO,RONDÔNIA,2,15,VILA,CALAMA,-6.2871889141589,-8.00254120184179,6.05263898
58,URBANO,PORTO VELHO,RONDÔNIA,2,16,VILA,DEMARCAÇÃO,-6.27778827668526,-8.01669266900971,7.04344632
59,URBANO,PORTO VELHO,RONDÔNIA,2,17,VILA,EXTREMA,-6.63595502397204,-9.07741695287462,1.43159298
60,URBANO,PORTO VELHO,RONDÔNIA,2,18,VILA,FORTALEZA DO ABUNÃ,-6.5521620424616,-9.07734640016967,1.19564601
61,URBANO,PORTO VELHO,RONDÔNIA,2,20,VILA,JACI PARANÁ,-6.43951087495412,-9.02526678531314,7.0348442
62,URBANO,PORTO VELHO,RONDÔNIA,2,25,VILA,MUTUM PARANÁ,-6.49427072915278,-9.06186724170737,8.060931
63,RURAL,PORTO VELHO,RONDÔNIA,3,14,POVOADO,UNIÃO DOS BANDEIRANTES,-6.45351499459039,-9.0713197968173,1.68959692
64,URBANO,PORTO VELHO,RONDÔNIA,2,30,VILA,NAZARÉ,-6.33223088427781,-8.01642165393108,5.00352849
65,URBANO,PORTO VELHO,RONDÔNIA,2,35,VILA,NOVA CALIFÓRNIA,-6.66097484179976,-9.07601730500285,1.58337431
66,URBANO,PORTO VELHO,RONDÔNIA,2,40,VILA,SÃO CARLOS,-6.35299595267409,-8.04375795879017,7.06057845
67,URBANO,PORTO VELHO,RONDÔNIA,2,45,VILA,VISTA ALEGRE DO ABUNÃ,-6.57293287564468,-9.06568324721096,1.35507419
68,URBANO,PRESIDENTE MÉDICI,RONDÔNIA,1,5,CIDADE,PRESIDENTE MÉDICI,-6.19094386835298,-1.11732050162268,1.78222375
69,URBANO,PRESIDENTE MÉDICI,RONDÔNIA,2,15,VILA,ESTRELA DE RONDÔNIA,-6.17828823956127,-1.13014549398322,2.02979504
70,URBANO,PRESIDENTE MÉDICI,RONDÔNIA,2,20,VILA,NOVO RIACHUELO,-6.16578203462112,-1.10829466874201,2.25710835
71,URBANO,PRESIDENTE MÉDICI,RONDÔNIA,2,25,VILA,VILA BANDEIRA BRANCA,-6.19198756686955,-1.10791353597626,1.7581971
72,URBANO,PRESIDENTE MÉDICI,RONDÔNIA,2,30,VILA,VILA CAMARGO,-6.19757216789519,-1.11303115811011,1.88361497
73,URBANO,RIO CRESPO,RONDÔNIA,1,5,CIDADE,RIO CRESPO,-6.29000103659589,-9.07055367097395,1.24322215
74,URBANO,ROLIM DE MOURA,RONDÔNIA,1,5,CIDADE,ROLIM DE MOURA,-6.17857809351854,-1.17222589133808,2.26711103
75,RURAL,ROLIM DE MOURA,RONDÔNIA,3,2,POVOADO,NOVA ESTRELA,-6.15494577720207,-1.17304608245934,2.07407303
76,URBANO,SANTA LUZIA D'OESTE,RONDÔNIA,1,5,CIDADE,SANTA LUZIA D'OESTE,-6.17733054630545,-1.1908423332469,2.65234157
77,URBANO,VILHENA,RONDÔNIA,1,5,CIDADE,VILHENA,-6.01385838660987,-1.27413734718029,5.95093769
78,RURAL,VILHENA,RONDÔNIA,3,1,POVOADO,NOVA CONQUISTA,-6.02870166022146,-1.2985353834538,3.0506745
79,URBANO,SÃO MIGUEL DO GUAPORÉ,RONDÔNIA,1,5,CIDADE,SÃO MIGUEL DO GUAPORÉ,-6.27200634814364,-1.1699489743806,1.91082628
80,URBANO,SÃO MIGUEL DO GUAPORÉ,RONDÔNIA,2,20,VILA,SANTANA DO GUAPORÉ,-6.24968465202488,-1.17258487170354,2.45702168
81,URBANO,NOVA MAMORÉ,RONDÔNIA,1,5,CIDADE,NOVA MAMORÉ,-6.53291490231467,-1.04117712947002,1.50930604
82,URBANO,NOVA MAMORÉ,RONDÔNIA,2,10,VILA,ARARAS,-6.53190201497763,-1.00546151981329,1.01414223
83,URBANO,NOVA MAMORÉ,RONDÔNIA,2,12,VILA,JACYNÓPOLIS,-6.42869890831847,-1.02690476315081,1.80806254
84,URBANO,NOVA MAMORÉ,RONDÔNIA,2,15,VILA,NOVA DIMENSÃO,-6.48064670857149,-1.03706287812305,1.97037069
85,URBANO,NOVA MAMORÉ,RONDÔNIA,2,20,VILA,PALMEIRAS,-6.4973523529344,-1.03777677788383,1.66953147
86,URBANO,ALVORADA D'OESTE,RONDÔNIA,1,5,CIDADE,ALVORADA D'OESTE,-6.22772748656972,-1.13441300234334,1.8240013
87,URBANO,ALVORADA D'OESTE,RONDÔNIA,2,25,VILA,TANCREDÓPOLIS,-6.21754865227264,-1.1187569865988,2.34148462
88,URBANO,ALVORADA D'OESTE,RONDÔNIA,2,30,VILA,TERRA BOA,-6.24600427627476,-1.15099046759491,2.79978238
89,URBANO,ALTO ALEGRE DOS PARECIS,RONDÔNIA,1,5,CIDADE,ALTO ALEGRE DOS PARECIS,-6.1853077168603,-1.21317772245709,3.96560544
90,RURAL,ALTO ALEGRE DOS PARECIS,RONDÔNIA,3,1,POVOADO,FLOR DA SERRA,-6.19159719520423,-1.24569819639799,2.2539912
91,URBANO,ALTO PARAÍSO,RONDÔNIA,1,5,CIDADE,ALTO PARAÍSO,-6.33176294334976,-9.07166667380773,1.28000112
92,URBANO,BURITIS,RONDÔNIA,1,5,CIDADE,BURITIS,-6.38296787917565,-1.02098054072356,1.53171166
93,URBANO,NOVO HORIZONTE DO OESTE,RONDÔNIA,1,5,CIDADE,NOVO HORIZONTE DO OESTE,-6.19943876627606,-1.17097429200152,2.29511705
94,RURAL,NOVO HORIZONTE DO OESTE,RONDÔNIA,3,1,POVOADO,MIGRANTINÓPOLIS,-6.21445129998384,-1.17311287253328,2.49499079
95,URBANO,CACAULÂNDIA,RONDÔNIA,1,5,CIDADE,CACAULÂNDIA,-6.29031899345687,-1.03388728393928,1.61056558
96,URBANO,CAMPO NOVO DE RONDÔNIA,RONDÔNIA,1,5,CIDADE,CAMPO NOVO DE RONDÔNIA,-6.36249914265426,-1.05684164693485,2.06148936
97,RURAL,CAMPO NOVO DE RONDÔNIA,RONDÔNIA,3,1,POVOADO,RIO BRANCO,-6.40645139769788,-1.0263917063594,1.60037387
98,URBANO,CANDEIAS DO JAMARI,RONDÔNIA,1,5,CIDADE,CANDEIAS DO JAMARI,-6.37000200718298,-8.07850207034775,8.04750219
99,RURAL,CANDEIAS DO JAMARI,RONDÔNIA,3,1,POVOADO,NOVA SAMUEL,-6.34145293993335,-8.06574028479344,9.05647667
100,URBANO,CANDEIAS DO JAMARI,RONDÔNIA,2,20,VILA,RIO PRETO DO CANDEIAS,-6.34652595102607,-9.02815787821821,9.05188588
101,URBANO,CASTANHEIRAS,RONDÔNIA,1,5,CIDADE,CASTANHEIRAS,-6.19491611964662,-1.14268422254625,2.14995394
102,RURAL,CASTANHEIRAS,RONDÔNIA,3,1,POVOADO,JARDINÓPOLIS,-6.18892847492659,-1.14958819917619,2.17765572
103,URBANO,CHUPINGUAIA,RONDÔNIA,1,5,CIDADE,CHUPINGUAIA,-6.09018477499554,-1.25568407610938,3.40299631
104,RURAL,CHUPINGUAIA,RONDÔNIA,3,2,POVOADO,VILA GUAPORÉ,-6.06866791181352,-1.22318141741531,3.51286135
105,RURAL,CHUPINGUAIA,RONDÔNIA,3,1,POVOADO,BOA ESPERANÇA,-6.10440733943323,-1.22983972095357,2.32034276
106,URBANO,CUJUBIM,RONDÔNIA,1,5,CIDADE,CUJUBIM,-6.25871745319209,-9.03781933990571,1.10959894
107,URBANO,GOVERNADOR JORGE TEIXEIRA,RONDÔNIA,1,5,CIDADE,GOVERNADOR JORGE TEIXEIRA,-6.27404576394632,-1.06120717726075,2.01781008
108,URBANO,GOVERNADOR JORGE TEIXEIRA,RONDÔNIA,2,15,VILA,COLINA VERDE,-6.30190806075574,-1.05414755703452,2.10999271
109,URBANO,ITAPUÃ DO OESTE,RONDÔNIA,1,5,CIDADE,ITAPUÃ DO OESTE,-6.31823370165183,-9.01918716753279,9.0895108
110,URBANO,MINISTRO ANDREAZZA,RONDÔNIA,1,5,CIDADE,MINISTRO ANDREAZZA,-6.15189219301054,-1.11962379841591,2.66291526
111,URBANO,MIRANTE DA SERRA,RONDÔNIA,1,5,CIDADE,MIRANTE DA SERRA,-6.26694270952566,-1.1045609289937,2.11815643
112,URBANO,MONTE NEGRO,RONDÔNIA,1,5,CIDADE,MONTE NEGRO,-6.32955591672175,-1.0263097755883,1.55400337
113,URBANO,NOVA UNIÃO,RONDÔNIA,1,5,CIDADE,NOVA UNIÃO,-6.255508939888,-1.09155320416628,2.41493724
114,URBANO,PARECIS,RONDÔNIA,1,5,CIDADE,PARECIS,-6.15979979726776,-1.21798270507077,2.96282838
115,URBANO,PIMENTEIRAS DO OESTE,RONDÔNIA,1,5,CIDADE,PIMENTEIRAS DO OESTE,-6.10443790025384,-1.34765620024615,1.70255529
116,URBANO,PRIMAVERA DE RONDÔNIA,RONDÔNIA,1,5,CIDADE,PRIMAVERA DE RONDÔNIA,-6.13165462429165,-1.18257069542468,2.44567351
117,RURAL,PRIMAVERA DE RONDÔNIA,RONDÔNIA,3,1,POVOADO,QUERÊNCIA DO NORTE,-6.13756728935603,-1.19746840926191,2.62403423
118,URBANO,SÃO FELIPE D'OESTE,RONDÔNIA,1,5,CIDADE,SÃO FELIPE D'OESTE,-6.15125081133327,-1.19143893546886,2.69726767
119,RURAL,SÃO FELIPE D'OESTE,RONDÔNIA,3,1,POVOADO,NOVO PARAÍSO,-6.14744220443008,-1.17997378397386,2.27564652
120,URBANO,SÃO FRANCISCO DO GUAPORÉ,RONDÔNIA,1,5,CIDADE,SÃO FRANCISCO DO GUAPORÉ,-6.35708647107649,-1.20637984122334,1.65693726
121,RURAL,SÃO FRANCISCO DO GUAPORÉ,RONDÔNIA,3,2,POVOADO,PORTO MURTINHO,-6.33977288662872,-1.2293498434413,1.4702217
122,URBANO,SERINGUEIRAS,RONDÔNIA,1,5,CIDADE,SERINGUEIRAS,-6.30387609977072,-1.1767116635607,1.85830878
123,RURAL,SERINGUEIRAS,RONDÔNIA,3,1,POVOADO,NÚCLEO URBANO BOM SUCESSO,-6.29227376483035,-1.1824007408324,1.88019951
124,RURAL,SERINGUEIRAS,RONDÔNIA,3,2,POVOADO,NÚCLEO URBANO NOVO PLANALTO,-6.30956686986459,-1.18999051227021,2.0172035
125,URBANO,TEIXEIRÓPOLIS,RONDÔNIA,1,5,CIDADE,TEIXEIRÓPOLIS,-6.22559222539546,-1.09321692860399,1.9134936
126,URBANO,THEOBROMA,RONDÔNIA,1,5,CIDADE,THEOBROMA,-6.23451455299349,-1.02487305520261,1.91598548
127,RURAL,THEOBROMA,RONDÔNIA,3,1,POVOADO,PALMARES D'OESTE,-6.2348305273458,-1.00283527849502,1.90027539
128,URBANO,URUPÁ,RONDÔNIA,1,5,CIDADE,URUPÁ,-6.23706324537667,-1.11285452756794,1.97170024
129,RURAL,URUPÁ,RONDÔNIA,3,1,NÚCLEO,NÚCLEO PRIMAVERA,-6.23023368228298,-1.10870715206022,2.0261103
130,RURAL,URUPÁ,RONDÔNIA,3,2,NÚCLEO,NOVA ALIANÇA,-6.24877422664258,-1.11857628668914,2.26375599
131,URBANO,VALE DO ANARI,RONDÔNIA,1,5,CIDADE,VALE DO ANARI,-6.21768234421278,-9.08513927080618,1.57665353
132,URBANO,VALE DO PARAÍSO,RONDÔNIA,1,5,CIDADE,VALE DO PARAÍSO,-6.21343903568099,-1.04310526845565,1.53994474
133,RURAL,VALE DO PARAÍSO,RONDÔNIA,3,1,POVOADO,SANTA ROSA,-6.20195068097722,-1.01964590275175,1.33956703
134,URBANO,ACRELÂNDIA,ACRE,1,5,CIDADE,ACRELÂNDIA,-6.70523165800206,-1.00737938924635,2.05894014
135,RURAL,ACRELÂNDIA,ACRE,3,1,POVOADO,REDENÇÃO,-6.70391504716924,-1.00075504307347,1.67058627
136,URBANO,ASSIS BRASIL,ACRE,1,5,CIDADE,ASSIS BRASIL,-6.95634591746677,-1.09428656809172,2.34866835
137,URBANO,BRASILÉIA,ACRE,1,5,CIDADE,BRASILÉIA,-6.87479434259584,-1.10164110190858,1.88324139
138,RURAL,BRASILÉIA,ACRE,4,1,PROJETO DE ASSENTAMENTO,AGROVILA DO PA QUIXADA VILA DO INCRA KM 26,-6.89289142680915,-1.09553377248173,2.63412774
139,URBANO,BUJARI,ACRE,1,5,CIDADE,BUJARI,-6.79518592792015,-9.08200196267094,1.98174197
140,URBANO,CAPIXABA,ACRE,1,5,CIDADE,CAPIXABA,-6.76735079719432,-1.05697677087928,2.12303309
141,RURAL,CAPIXABA,ACRE,3,1,POVOADO,POLO AGROF DE CAPIXABA VILA HORTIGRANJEIRA,-6.77098072843219,-1.04458648731348,2.04271889
142,URBANO,CRUZEIRO DO SUL,ACRE,1,5,CIDADE,CRUZEIRO DO SUL,-7.26725313174358,-7.06306900050098,1.83079525
143,RURAL,CRUZEIRO DO SUL,ACRE,3,2,POVOADO,MIRITIZAL,-7.26550529510315,-7.06368436928133,1.73590646
144,RURAL,CRUZEIRO DO SUL,ACRE,3,3,POVOADO,SANTA ROSA,-7.28104955141558,-7.06696381755649,1.88838584
145,RURAL,CRUZEIRO DO SUL,ACRE,3,4,POVOADO,VILA SÃO PEDRO,-7.27409453920837,-7.07231887027081,1.95500805
146,RURAL,CRUZEIRO DO SUL,ACRE,3,5,POVOADO,VILA ASSIS BRASIL OU AGROVILA NARI,-7.28138021903479,-7.05814515477196,1.87952117
147,URBANO,EPITACIOLÂNDIA,ACRE,1,5,CIDADE,EPITACIOLÂNDIA,-6.87448680666749,-1.10282398279564,2.06036126
148,URBANO,FEIJÓ,ACRE,1,5,CIDADE,FEIJÓ,-7.03539836082165,-8.016024753,1.59822497
149,RURAL,FEIJÓ,ACRE,5,1,ALDEIA INDÍGENA,ALDEIA INDÍGENA TI KAXINAUA SERINGAL DO CURRALINHO,-7.04181961482918,-8.04891108777952,2.20618428
150,URBANO,JORDÃO,ACRE,1,5,CIDADE,JORDÃO,-7.19508751248365,-9.01933578598285,2.64977881
151,URBANO,MÂNCIO LIMA,ACRE,1,5,CIDADE,MÂNCIO LIMA,-7.29165010261308,-7.05932225938584,1.87065998
152,RURAL,MÂNCIO LIMA,ACRE,5,1,ALDEIA INDÍGENA,ALDEIA INDÍGENA TI NAWA,-7.34976133363757,-7.05785125773641,2.45488524
153,URBANO,MANOEL URBANO,ACRE,1,5,CIDADE,MANOEL URBANO,-6.92599445775075,-8.08363177368917,1.62133821
154,URBANO,MARECHAL THAUMATURGO,ACRE,1,5,CIDADE,MARECHAL THAUMATURGO,-7.27902659086983,-8.09535911231537,2.14910605
155,URBANO,PLÁCIDO DE CASTRO,ACRE,1,5,CIDADE,PLÁCIDO DE CASTRO,-6.71882600861516,-1.03351332827427,1.29189484
156,URBANO,PLÁCIDO DE CASTRO,ACRE,2,10,VILA,CAMPINAS,-6.72963705352899,-1.00640942238893,1.77125723
157,URBANO,PORTO WALTER,ACRE,1,5,CIDADE,PORTO WALTER,-7.27423339648033,-8.02666663628275,2.01805961
158,RURAL,PORTO WALTER,ACRE,3,1,POVOADO,2º DISTRITO OU HUMAITÁ,-7.2734072978485,-8.02625884943232,2.00707453
159,URBANO,RIO BRANCO,ACRE,1,5,CIDADE,RIO BRANCO,-6.78105287004235,-9.0978298752725,1.37865746
160,RURAL,RIO BRANCO,ACRE,3,6,POVOADO,VILA CUSTÓDIO FREIRE,-6.78885844757387,-9.09086185592076,1.95459866
161,RURAL,RIO BRANCO,ACRE,3,7,POVOADO,SANTA CECÍLIA,-6.7716966080783,-1.00174349464913,1.57693578
162,RURAL,RIO BRANCO,ACRE,3,8,POVOADO,ALBERT SAMPAIO,-6.7699292426772,-1.00180560028412,1.62919813
163,RURAL,RIO BRANCO,ACRE,3,9,POVOADO,VILA JORGE KALUME,-6.79184560486214,-9.09415970601922,1.711192
164,RURAL,RIO BRANCO,ACRE,3,10,POVOADO,VILA BELO JARDIM,-6.77331186830274,-9.0966138462344,1.34094243
165,RURAL,RIO BRANCO,ACRE,3,11,POVOADO,VILA DOM MOACYR,-6.76739141379423,-1.00168612243628,1.88555836
166,URBANO,RODRIGUES ALVES,ACRE,1,5,CIDADE,RODRIGUES ALVES,-7.26478549141997,-7.07336020337232,1.89585426
167,RURAL,RODRIGUES ALVES,ACRE,3,1,POVOADO,VILA SÃO PEDRO,-7.2739528135993,-7.07259540564761,1.89321735
168,URBANO,SANTA ROSA DO PURUS,ACRE,1,5,CIDADE,SANTA ROSA DO PURUS,-7.04864968937616,-9.04434065374119,2.1672423
169,URBANO,SENADOR GUIOMARD,ACRE,1,5,CIDADE,SENADOR GUIOMARD,-6.77431723600051,-1.01481735861989,2.07924797
170,RURAL,SENADOR GUIOMARD,ACRE,4,4,PROJETO DE ASSENTAMENTO,AGROVILA DO PA PEDRO PEIXOTO VILA NOVA ALDEIA,-6.75392551719917,-1.00873604214425,1.53095986
171,RURAL,SENADOR GUIOMARD,ACRE,4,5,PROJETO DE ASSENTAMENTO,AGROVILA DO PA PEDRO PEIXOTO VILA PIA,-6.74387188123269,-9.08892273353445,2.05518219
172,URBANO,SENA MADUREIRA,ACRE,1,5,CIDADE,SENA MADUREIRA,-6.8655684061692,-9.0065339505,1.32133034
173,RURAL,SENA MADUREIRA,ACRE,5,2,ALDEIA INDÍGENA,ALDEIA INDÍGENA TI MANCHINERI DO SERINGAL GUANABARA,-6.99120719175229,-1.02804618242691,2.6880702
174,RURAL,SENA MADUREIRA,ACRE,5,3,ALDEIA INDÍGENA,ALDEIA INDÍGENA JAMINAWA DO RIO CAETÉ,-6.92380860007901,-9.0246301824837,1.98532279
175,URBANO,TARAUACÁ,ACRE,1,5,CIDADE,TARAUACÁ,-7.07555010628937,-8.01556685917656,1.72144466
176,RURAL,TARAUACÁ,ACRE,5,2,ALDEIA INDÍGENA,ALDEIA INDÍGENA KAXINAWÁ SERINGAL CURRALINHO,-7.0687267064393,-8.03790878787292,2.31796717
177,RURAL,TARAUACÁ,ACRE,3,1,POVOADO,VILA DO CORCOVADO,-7.07308698896782,-8.01534689614576,1.76695093
178,URBANO,XAPURI,ACRE,1,5,CIDADE,XAPURI,-6.85062948050463,-1.06520719403355,1.73281643
179,URBANO,PORTO ACRE,ACRE,1,5,CIDADE,PORTO ACRE,-6.75405900835194,-9.06008582311879,1.34322793
180,RURAL,PORTO ACRE,ACRE,4,1,PROJETO DE ASSENTAMENTO,AGROVILA DO PA HUMAITÁ (VILA HUMAITÁ),-6.76950469161181,-9.07304702247829,1.9360582
181,RURAL,PORTO ACRE,ACRE,4,2,PROJETO DE ASSENTAMENTO,AGROVILA DO PA HUMAITÁ (VILA DO V),-6.77432429311678,-9.06766524693755,1.49404349
182,RURAL,PORTO ACRE,ACRE,4,3,PROJETO DE ASSENTAMENTO,AGROVILA DO PA CAQUETÁ VILA CAQUETÁ,-6.73572159971734,-9.07547858081009,1.84485259
183,RURAL,PORTO ACRE,ACRE,4,4,PROJETO DE ASSENTAMENTO,AGROVILA DO PA HUMAITA VILA PIA,-6.74426600429939,-9.08879721915438,1.91931015
184,URBANO,ALVARÃES,AMAZONAS,1,5,CIDADE,ALVARÃES,-6.48135346775686,-3.02165837690664,4.06116014
185,RURAL,ALVARÃES,AMAZONAS,3,1,POVOADO,NOGUEIRA,-6.47786954791808,-3.03001797142586,3.09633475
